2020-04-09 01:44:12.296 main TRACE benchmark  Start Benchmark: u 1
2020-04-09 01:44:12.972 main TRACE state-trace  9091: Put 11f3ba2e1cdd6d62f2ff9b5589e7ff8188c2f7188c6fdd1dffae2fa0d171f440=Some(9501cdb58b045c6d9d499874ec70b306e613c0abdd042f26ec2d9d4727715999d984df461dd42f5a04765f8980ea80d568e3af10d62137417c0edca86e060ba50ed8fb32184a6fe0a16a4a0900b89b0e054a46996f0b1417d458f2354f81e046830c66f16325f9b32429986df01e50416f0f637b65863854a3df961116546d5aeb15525e456e621d455ba7728d56eb273d7cf0926aa314f6c80a67d41ae4e9ab66ccfe6b55cae3457f8cf5fe8556e2bf7d007e0fcb6de6b35ebee79063e60d97e74edaf185ae5ff24cc24002396587eb0f9cd0c94c5c7865288f7155416a8c2e4607ee470b5baf22e55826efe1d796fc9b0e2ff626a8b7aae9b200dd2c83a71e341133d98d381c3f773da112100091b0725d9e37f64ebe3008c2df1187148e42397e8bea463315372e86f97c0c34177912a9c31f8908b72d671e80626d045a425a586ddb7c48d64a09df879c57541f1c4c869eae0a1a4f3d90d3adbc2ca126cf713c40c285f33c8c460a405160982436027f5b21d74bb7234f7e990cc172504c49c0e29af9a4194cb780411b972c0a04040347b161efc91ee2d6098d2afdccfbb162658cac0bb2e0f4694f4e9667b7ba5da10799a4a461c3634c4b34ef018c42c203f67531e04ba6bccf2fac35354a8439ea07c1a3e3f82d3100a68556e0172ea087ffb849033f05d703fbeff890658e0c4ac4910cf2976e28091b7626e5fa290f846b207c943531d630b9533a00ada4e126463b65f81c37f85833cd6161f62788bfe00536cdac9073ff3879aa648e0a3ca6107d9c4a05a8674dd2e07c50f33f9b455ea67dbad4a6dbafd93272924dfb618ee298c2b5cb5d6da178c4c6e8cab9b346fda9eecbb8b7d5619b937c772d093fef25e99dc4c8f8766cb773aaf9845b226dc168107dabdd1722c54bcb0a8116725f3c113aa5205e84e8488db0aeb7ca54145da389eb7d1521ebf19c8e768d1a3e4edab2fc770336d1b34fa394ed62d268b2daa06e20b459f86591850f6e2258523c4f98dd34938508801850aa76075019428d0c97c79e39e987fabec2b5ac6ad745a7e822917c19bb3af1f0921abd55be1b9f9dbe06a8a9b916b48fa9fb565597ea60d298462ec12917ae17b77f7e123ac5250bde6d0acfea570ac1207479b4c81611b318a922cb74b55e383ec520924c5ff7909b82728c98cc880afd28b2ee084a5a4b4c5bd49028ed93513f0622d0206f46e87042d0c2332471634303db5241c973ff208bd4e05aae56a4915938c2b10857a1411c05733e2f5402c02fa30d5fa884cd86433bafbec9dd370c37997e30fb05b67581ddb7b6d8c5e5ff5ac9e102a3d07d966a5c97e1d5617627a276304fd9f5ad7a63a842d06ab01f1ae60c603ca71f89f7fa106e4ecf1dcd462407fcb64761c0ddc49eeaae35fb7ae0a7a3c63d9f62d062b7baa79bd1f74e0ae2b17d903c99af0c22d1e0e40602c32abb84fe0e2a2610ccbd5237392aa0ea176cae89f55748537f4a99750c2a6b7890557251b09b2f1bea40bb19c45d9bc3e22fd819757dbefb7cfb23861956eedf9cb460b3c8cfe824a60687084ce562512f9df7a6573ffc83431132216cfd131707c0f20e6b57484ef24aa2934e9204ebdbf66dce47522933adea52d1f61e51519d3a68fc4d5e7137aba41ae409520aa70f13634be75b3a9e2765bd800f7483dc06b372ca51d65f08691cd94010c66deff054b7c7b0d561fab2e8c1a96291d1b65b6821ffb61a59dbec20204b6fb2ee11951054c0f13ea1d4ed1fdb60bde29c6b12bf0d012b52d3eb983c25bc4e52f7f7b36ed7ad185ca9b9815c5c9eefc87f02d0502f45f12fb766874d691205487c69b97fdd9d83473ce7bde36683df84aefdcd99bf74cf4a44a0dd4ac998aeb6b7fa9f44d90aceed9819784c4784946f8899eac8a99ae65820cdfcfaec7493ad4b95d0993a70676700372963e567b88dc3be495c4c2c85eb3a5a0b215671062d8000c5e424bf52eb8e0c3e263aa9b4e33a9e635bba1681703bf052842b2b5fee73d029b055c8f717daed4f496b8cf16c1af861980e7d1488bb84225010e4e916fcbbb045b9dc0f47fa1a87f11ef4737b16c3df6bb5262da6ab1200617f1d38f7ae5fdc96e42d473a88f5adcb091b369fc40d7c75df01665ccbabff076a1d675aeee4fac1eacfc5184d96e823df1685e77d5e0ed6fdb33e7f03fd5e81b92b63e6466e269672c7af4e7119f2d3a6c4db55b87e89ae94ff08aa8d95e6bd1bff7a653060737039258abdd9b5c2b0fb6ff04bce12436ebf1f969c34af543cb32237946843e54e866f571dc1d0f4bd7044200c1054918dace6085dc05869bf1c2319225b8e62d2f86f9e890622938b8d5daf7b0bae7db04e566b72c93a5e2bfdc90c354672273dad8291730c46b369a8a96f49b18d40da0b32e81c8b77a329b1bc6db74e3eeac9dad83dc4c9e3323d0a7cb22aedf9cecf3426031a933e99510c3871ea8fbe411e5e7897790622cd707113e97fec21006028faac1942c5ba60879cb464da8a8b7717481d397a275ada8eef65d11cac9d675b4ee5a1e53dd9db66c38f11cc35a6a87634620cf9f7e337f2e4bbdb6b7104c52659ec11b6291318451f5df4b667c3d474ce5042222c64d6ff7df8843c5e97afbd6cddc855a8a78a3deb512736c04d59ae8c663214c8c531ea09c955542cefc3eba0bb0167c086b1b7deea32eb0c741296f71c8242b96da6ca9815de0ecd045edd4260ded7b0a5c0b2bec12f0565507008c76c166f1ad49fc068406498725703b7395fd71b30cdcddbfe7026fff90182573340281930a8f3bc9aac783d11030adb1a305e241027df71090707148065387549c2cb155b89a7f29a4ef79c8eeb4665d2d1274b08a62a74fd3f631496387062efc90c895c6f59bd6388ffaf5570e8e3d5d9e3fabda55346dd20fd1356c823bd2eca1ab6a3d1e72508548d5a86f2645c5e6d50d6b864021332952515c0212bc55075d37ae3198f8add42a7e33447bd5fa05287ab60aced50bfa3cb1703140dcac29785bc77557cbe3d634f42b46f60e8f0d396abde49a158c693fd882e28c02eb7dc610d900729df32d1836672d410925b4946ffecf22e1b6f17b191156d8fb8a24fafdb9681502da166ddecc30481b72b15fc646784043e3007458622ba9040c7c8993c9c6320cc082da110cee2fa5032059186e56ab3604ac8b12848468e6fa4c0aa41fc9c9e7d8b7508116b0e088731597dd62b7cb7445f7214a894aa605e92e4ff45628f7fa1c554d748da18c1aaf4f6a06d1d0ba9e4fee12c0493f929f8a8437bb40093abd68229a54a9411ca348ef4a588c27ee92445bbbc3196b3b047533c71a63eedc34dbfa19519f2cbf954d0b1bc63f6f13af20d765b1a68a4eab7087f3f5554084286615566b15aa3fc92cde7e89b015c1a5f6e8277e67ba7cd43fd94ce9cea2988049edcb236df4371082863e4e503cac0a482345110ca71b21775a44c67901bd6e18bddb0f8ee696e8016f9ba93e9acadf65aed5ecba277571662a3c15bf5ca66cc14e0888bc706fa08045a88dd48af398449e50e6218d7919fc9011481b1324d4ee7e443a1752ae760dfb066dc330abdcc7515fc5e5378593bf579050f2ed3d73ecf4447d68b459d9849a61db69b3027fed519d722d797b8f5a71a5d38221c3010e97a505aea025a8822aa9bff3beccd38323726907463b63b879e3bad9f4a84c38de3e123bdd986c83b477e8049881882fa11eb00ac29b8644eea4d48a296b225145a2a245179d73d35cae727f0622602577e0446ac8a0b2bc0e1d8d04bcdfe2fcbced8414a679f228924e53652a4717025f7626e037104ade5bc887af2b8091bd5b63ede8c79a3bad3a28cd030bd1a94dd18a9943e1f58bbf3b744f8feba4f227a4c03187eeaa1f37dd9b675fa811a361bbcdee0dba67cc8bf0dce6636fbc59f298d97a4cf8453b376cd75c170ac29cf20d151d8da76d3516bdde8e2917d01d992d698484920aa30f2cc43b5f624bbc8d141d36eae6789eee7bd937c25384ddceb48dce3eb2dfcb6611060a0e0c28358ab77e55552c27504565ae1a21539338c693805d5448630d674ca6dc2b12f33fb35f7cb7d8afa82103e5276201d551abc8dee870de741c1fbeed77c1687fc85b9c140c5174a87536fb71f7966e397082256c0e5158f0866bd3421c07629db63b3a939c61300d90064fb877d719df4ea64462ea488c4f57b8fc3cd7ebe32c75baaddbe3670ce3b6a989c2d747db31b15e6935046acbc6d92cf98c6f5750d317cf0c0a99ce11c788958d00edcfc02e833b097b490d88883d1403e0e556e67046377c9e5e0c49b6cdb7369eb4d971888c754a4ecab14d97414ff721db89e44ef40ca9ca062e470c92787ee231f8bb78c61f74dd1a628e8e94ba78e73d346845017f32e9b177b19c3b9d19e2dd0bbd2f9a5ec4841547ad7c74d9df41b39fd66233abdacf7b2e32e051ef414694f3caa191c49256de3b829c3b2bb9e616aa07ede6c602d862f38ea03af6f7df730d79e495d5ca4d81a0d3a18e2b7e429382d71bb390c7ccd81bb0f81d1c432ba14)
2020-04-09 01:44:12.972 main TRACE state-trace  9091: Put 11f3ba2e1cdd6d62f2ff9b5589e7ff81e9d6db8868a37d79930bc3f7f33950d1d79e495d5ca4d81a0d3a18e2b7e429382d71bb390c7ccd81bb0f81d1c432ba14=Some(0a04000000000000000000000000000000000000000000000000000000000000000000)
2020-04-09 01:44:12.972 main TRACE state-trace  9091: Get 26aa394eea5630e07c48ae0c9558cef702a5c1b19ab7a04f536c519aca4983ac=Some(01000000)
2020-04-09 01:44:12.972 main TRACE state-trace  9091: Put 11f3ba2e1cdd6d62f2ff9b5589e7ff8171cd3068e6118bfb392b798317f63a89d79e495d5ca4d81a0d3a18e2b7e429382d71bb390c7ccd81bb0f81d1c432ba14=Some(640000000300000004ca806528e79b45b1dbfbe030c07a0cb15bd598ce841d311bb518b9c12b286c600081320200)
2020-04-09 01:44:12.972 main TRACE state-trace  9091: Get 26aa394eea5630e07c48ae0c9558cef702a5c1b19ab7a04f536c519aca4983ac=Some(01000000)
2020-04-09 01:44:12.972 main TRACE state-trace  9091: Get 26aa394eea5630e07c48ae0c9558cef7ff553b5a9862a516939d82b3d3d8661a=None
2020-04-09 01:44:12.972 main TRACE state-trace  9091: Get 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=None
2020-04-09 01:44:12.972 main TRACE state-trace  9091: Put 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=Some(01000000)
2020-04-09 01:44:12.972 main TRACE state-trace  9091: Get 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=None
2020-04-09 01:44:12.972 main TRACE state-trace  9091: Put 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=Some(04020700ca806528e79b45b1dbfbe030c07a0cb15bd598ce841d311bb518b9c12b286c6064000000d79e495d5ca4d81a0d3a18e2b7e429382d71bb390c7ccd81bb0f81d1c432ba140300000000)
2020-04-09 01:44:12.972 main TRACE benchmark  End Benchmark: 686337 ns
2020-04-09 01:44:12.973 main TRACE benchmark  Start Benchmark: p 1
2020-04-09 01:44:12.973 main TRACE state-trace  9091: Get 11f3ba2e1cdd6d62f2ff9b5589e7ff81ba7fb8745735dc3be2a2c61a72c39e78=Some(047f709aff7388b9c94e42cf3ca2e40b8ceeed878d11ddf3890719355acf329c8d)
2020-04-09 01:44:12.973 main TRACE state-trace  9091: Get 11f3ba2e1cdd6d62f2ff9b5589e7ff81e9d6db8868a37d79930bc3f7f33950d1d79e495d5ca4d81a0d3a18e2b7e429382d71bb390c7ccd81bb0f81d1c432ba14=None
2020-04-09 01:44:12.973 main TRACE state-trace  9091: Get 11f3ba2e1cdd6d62f2ff9b5589e7ff816254e9d55588784fa2a62b726696e2b1=Some(01000000)
2020-04-09 01:44:12.973 main TRACE state-trace  9091: Get 11f3ba2e1cdd6d62f2ff9b5589e7ff816254e9d55588784fa2a62b726696e2b1=Some(01000000)
2020-04-09 01:44:12.973 main TRACE state-trace  9091: Put 11f3ba2e1cdd6d62f2ff9b5589e7ff816254e9d55588784fa2a62b726696e2b1=Some(02000000)
2020-04-09 01:44:12.973 main TRACE state-trace  9091: Get 11f3ba2e1cdd6d62f2ff9b5589e7ff8188c2f7188c6fdd1dffae2fa0d171f440=Some(04cdb58b045c6d9d499874ec70b306e613c0abdd042f26ec2d9d4727715999d984)
2020-04-09 01:44:12.973 main TRACE state-trace  9091: Put 11f3ba2e1cdd6d62f2ff9b5589e7ff8188c2f7188c6fdd1dffae2fa0d171f440=Some(08cdb58b045c6d9d499874ec70b306e613c0abdd042f26ec2d9d4727715999d984d79e495d5ca4d81a0d3a18e2b7e429382d71bb390c7ccd81bb0f81d1c432ba14)
2020-04-09 01:44:12.973 main TRACE state-trace  9091: Put 11f3ba2e1cdd6d62f2ff9b5589e7ff81e9d6db8868a37d79930bc3f7f33950d1d79e495d5ca4d81a0d3a18e2b7e429382d71bb390c7ccd81bb0f81d1c432ba14=Some(0a04000000000000000000000000000000000000000000000000000000000000000000)
2020-04-09 01:44:12.973 main TRACE state-trace  9091: Get 26aa394eea5630e07c48ae0c9558cef702a5c1b19ab7a04f536c519aca4983ac=Some(01000000)
2020-04-09 01:44:12.973 main TRACE state-trace  9091: Put 11f3ba2e1cdd6d62f2ff9b5589e7ff8171cd3068e6118bfb392b798317f63a89d79e495d5ca4d81a0d3a18e2b7e429382d71bb390c7ccd81bb0f81d1c432ba14=Some(0100000003000000047f709aff7388b9c94e42cf3ca2e40b8ceeed878d11ddf3890719355acf329c8d0081320200)
2020-04-09 01:44:12.973 main TRACE state-trace  9091: Get 26aa394eea5630e07c48ae0c9558cef702a5c1b19ab7a04f536c519aca4983ac=Some(01000000)
2020-04-09 01:44:12.973 main TRACE state-trace  9091: Get 26aa394eea5630e07c48ae0c9558cef7ff553b5a9862a516939d82b3d3d8661a=None
2020-04-09 01:44:12.973 main TRACE state-trace  9091: Get 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=None
2020-04-09 01:44:12.973 main TRACE state-trace  9091: Put 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=Some(01000000)
2020-04-09 01:44:12.973 main TRACE state-trace  9091: Get 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=None
2020-04-09 01:44:12.973 main TRACE state-trace  9091: Put 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=Some(040207007f709aff7388b9c94e42cf3ca2e40b8ceeed878d11ddf3890719355acf329c8d01000000d79e495d5ca4d81a0d3a18e2b7e429382d71bb390c7ccd81bb0f81d1c432ba140300000000)
2020-04-09 01:44:12.973 main TRACE benchmark  End Benchmark: 260998 ns
2020-04-09 01:44:12.974 main TRACE benchmark  Start Benchmark: p 5
2020-04-09 01:44:12.974 main TRACE state-trace  9091: Get 11f3ba2e1cdd6d62f2ff9b5589e7ff81ba7fb8745735dc3be2a2c61a72c39e78=Some(047f709aff7388b9c94e42cf3ca2e40b8ceeed878d11ddf3890719355acf329c8d)
2020-04-09 01:44:12.974 main TRACE state-trace  9091: Get 11f3ba2e1cdd6d62f2ff9b5589e7ff81e9d6db8868a37d79930bc3f7f33950d1d79e495d5ca4d81a0d3a18e2b7e429382d71bb390c7ccd81bb0f81d1c432ba14=None
2020-04-09 01:44:12.974 main TRACE state-trace  9091: Get 11f3ba2e1cdd6d62f2ff9b5589e7ff816254e9d55588784fa2a62b726696e2b1=Some(05000000)
2020-04-09 01:44:12.974 main TRACE state-trace  9091: Get 11f3ba2e1cdd6d62f2ff9b5589e7ff816254e9d55588784fa2a62b726696e2b1=Some(05000000)
2020-04-09 01:44:12.974 main TRACE state-trace  9091: Put 11f3ba2e1cdd6d62f2ff9b5589e7ff816254e9d55588784fa2a62b726696e2b1=Some(06000000)
2020-04-09 01:44:12.974 main TRACE state-trace  9091: Get 11f3ba2e1cdd6d62f2ff9b5589e7ff8188c2f7188c6fdd1dffae2fa0d171f440=Some(14cdb58b045c6d9d499874ec70b306e613c0abdd042f26ec2d9d4727715999d984df461dd42f5a04765f8980ea80d568e3af10d62137417c0edca86e060ba50ed8fb32184a6fe0a16a4a0900b89b0e054a46996f0b1417d458f2354f81e046830c66f16325f9b32429986df01e50416f0f637b65863854a3df961116546d5aeb15525e456e621d455ba7728d56eb273d7cf0926aa314f6c80a67d41ae4e9ab66cc)
2020-04-09 01:44:12.975 main TRACE state-trace  9091: Put 11f3ba2e1cdd6d62f2ff9b5589e7ff8188c2f7188c6fdd1dffae2fa0d171f440=Some(18cdb58b045c6d9d499874ec70b306e613c0abdd042f26ec2d9d4727715999d984df461dd42f5a04765f8980ea80d568e3af10d62137417c0edca86e060ba50ed8fb32184a6fe0a16a4a0900b89b0e054a46996f0b1417d458f2354f81e046830c66f16325f9b32429986df01e50416f0f637b65863854a3df961116546d5aeb15525e456e621d455ba7728d56eb273d7cf0926aa314f6c80a67d41ae4e9ab66ccd79e495d5ca4d81a0d3a18e2b7e429382d71bb390c7ccd81bb0f81d1c432ba14)
2020-04-09 01:44:12.975 main TRACE state-trace  9091: Put 11f3ba2e1cdd6d62f2ff9b5589e7ff81e9d6db8868a37d79930bc3f7f33950d1d79e495d5ca4d81a0d3a18e2b7e429382d71bb390c7ccd81bb0f81d1c432ba14=Some(0a04000000000000000000000000000000000000000000000000000000000000000000)
2020-04-09 01:44:12.975 main TRACE state-trace  9091: Get 26aa394eea5630e07c48ae0c9558cef702a5c1b19ab7a04f536c519aca4983ac=Some(01000000)
2020-04-09 01:44:12.975 main TRACE state-trace  9091: Put 11f3ba2e1cdd6d62f2ff9b5589e7ff8171cd3068e6118bfb392b798317f63a89d79e495d5ca4d81a0d3a18e2b7e429382d71bb390c7ccd81bb0f81d1c432ba14=Some(0500000003000000047f709aff7388b9c94e42cf3ca2e40b8ceeed878d11ddf3890719355acf329c8d0081320200)
2020-04-09 01:44:12.975 main TRACE state-trace  9091: Get 26aa394eea5630e07c48ae0c9558cef702a5c1b19ab7a04f536c519aca4983ac=Some(01000000)
2020-04-09 01:44:12.975 main TRACE state-trace  9091: Get 26aa394eea5630e07c48ae0c9558cef7ff553b5a9862a516939d82b3d3d8661a=None
2020-04-09 01:44:12.975 main TRACE state-trace  9091: Get 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=None
2020-04-09 01:44:12.975 main TRACE state-trace  9091: Put 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=Some(01000000)
2020-04-09 01:44:12.975 main TRACE state-trace  9091: Get 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=None
2020-04-09 01:44:12.975 main TRACE state-trace  9091: Put 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=Some(040207007f709aff7388b9c94e42cf3ca2e40b8ceeed878d11ddf3890719355acf329c8d05000000d79e495d5ca4d81a0d3a18e2b7e429382d71bb390c7ccd81bb0f81d1c432ba140300000000)
2020-04-09 01:44:12.975 main TRACE benchmark  End Benchmark: 286270 ns
2020-04-09 01:44:12.976 main TRACE benchmark  Start Benchmark: p 9
2020-04-09 01:44:12.976 main TRACE state-trace  9091: Get 11f3ba2e1cdd6d62f2ff9b5589e7ff81ba7fb8745735dc3be2a2c61a72c39e78=Some(047f709aff7388b9c94e42cf3ca2e40b8ceeed878d11ddf3890719355acf329c8d)
2020-04-09 01:44:12.976 main TRACE state-trace  9091: Get 11f3ba2e1cdd6d62f2ff9b5589e7ff81e9d6db8868a37d79930bc3f7f33950d1d79e495d5ca4d81a0d3a18e2b7e429382d71bb390c7ccd81bb0f81d1c432ba14=None
2020-04-09 01:44:12.976 main TRACE state-trace  9091: Get 11f3ba2e1cdd6d62f2ff9b5589e7ff816254e9d55588784fa2a62b726696e2b1=Some(09000000)
2020-04-09 01:44:12.976 main TRACE state-trace  9091: Get 11f3ba2e1cdd6d62f2ff9b5589e7ff816254e9d55588784fa2a62b726696e2b1=Some(09000000)
2020-04-09 01:44:12.976 main TRACE state-trace  9091: Put 11f3ba2e1cdd6d62f2ff9b5589e7ff816254e9d55588784fa2a62b726696e2b1=Some(0a000000)
2020-04-09 01:44:12.976 main TRACE state-trace  9091: Get 11f3ba2e1cdd6d62f2ff9b5589e7ff8188c2f7188c6fdd1dffae2fa0d171f440=Some(24cdb58b045c6d9d499874ec70b306e613c0abdd042f26ec2d9d4727715999d984df461dd42f5a04765f8980ea80d568e3af10d62137417c0edca86e060ba50ed8fb32184a6fe0a16a4a0900b89b0e054a46996f0b1417d458f2354f81e046830c66f16325f9b32429986df01e50416f0f637b65863854a3df961116546d5aeb15525e456e621d455ba7728d56eb273d7cf0926aa314f6c80a67d41ae4e9ab66ccfe6b55cae3457f8cf5fe8556e2bf7d007e0fcb6de6b35ebee79063e60d97e74edaf185ae5ff24cc24002396587eb0f9cd0c94c5c7865288f7155416a8c2e4607ee470b5baf22e55826efe1d796fc9b0e2ff626a8b7aae9b200dd2c83a71e341133d98d381c3f773da112100091b0725d9e37f64ebe3008c2df1187148e42397e)
2020-04-09 01:44:12.976 main TRACE state-trace  9091: Put 11f3ba2e1cdd6d62f2ff9b5589e7ff8188c2f7188c6fdd1dffae2fa0d171f440=Some(28cdb58b045c6d9d499874ec70b306e613c0abdd042f26ec2d9d4727715999d984df461dd42f5a04765f8980ea80d568e3af10d62137417c0edca86e060ba50ed8fb32184a6fe0a16a4a0900b89b0e054a46996f0b1417d458f2354f81e046830c66f16325f9b32429986df01e50416f0f637b65863854a3df961116546d5aeb15525e456e621d455ba7728d56eb273d7cf0926aa314f6c80a67d41ae4e9ab66ccfe6b55cae3457f8cf5fe8556e2bf7d007e0fcb6de6b35ebee79063e60d97e74edaf185ae5ff24cc24002396587eb0f9cd0c94c5c7865288f7155416a8c2e4607ee470b5baf22e55826efe1d796fc9b0e2ff626a8b7aae9b200dd2c83a71e341133d98d381c3f773da112100091b0725d9e37f64ebe3008c2df1187148e42397ed79e495d5ca4d81a0d3a18e2b7e429382d71bb390c7ccd81bb0f81d1c432ba14)
2020-04-09 01:44:12.977 main TRACE state-trace  9091: Put 11f3ba2e1cdd6d62f2ff9b5589e7ff81e9d6db8868a37d79930bc3f7f33950d1d79e495d5ca4d81a0d3a18e2b7e429382d71bb390c7ccd81bb0f81d1c432ba14=Some(0a04000000000000000000000000000000000000000000000000000000000000000000)
2020-04-09 01:44:12.977 main TRACE state-trace  9091: Get 26aa394eea5630e07c48ae0c9558cef702a5c1b19ab7a04f536c519aca4983ac=Some(01000000)
2020-04-09 01:44:12.977 main TRACE state-trace  9091: Put 11f3ba2e1cdd6d62f2ff9b5589e7ff8171cd3068e6118bfb392b798317f63a89d79e495d5ca4d81a0d3a18e2b7e429382d71bb390c7ccd81bb0f81d1c432ba14=Some(0900000003000000047f709aff7388b9c94e42cf3ca2e40b8ceeed878d11ddf3890719355acf329c8d0081320200)
2020-04-09 01:44:12.977 main TRACE state-trace  9091: Get 26aa394eea5630e07c48ae0c9558cef702a5c1b19ab7a04f536c519aca4983ac=Some(01000000)
2020-04-09 01:44:12.977 main TRACE state-trace  9091: Get 26aa394eea5630e07c48ae0c9558cef7ff553b5a9862a516939d82b3d3d8661a=None
2020-04-09 01:44:12.977 main TRACE state-trace  9091: Get 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=None
2020-04-09 01:44:12.977 main TRACE state-trace  9091: Put 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=Some(01000000)
2020-04-09 01:44:12.977 main TRACE state-trace  9091: Get 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=None
2020-04-09 01:44:12.977 main TRACE state-trace  9091: Put 26aa394eea5630e07c48ae0c9558cef780d41e5e16056765bc8461851072c9d7=Some(040207007f709aff7388b9c94e42cf3ca2e40b8ceeed878d11ddf3890719355acf329c8d09000000d79e495d5ca4d81a0d3a18e2b7e429382d71bb390c7ccd81bb0f81d1c432ba140300000000)
2020-04-09 01:44:12.977 main TRACE benchmark  End Benchmark: 305322 ns
2020-04-09 01:44:12.979 main TRACE benchmark  Start Benchmark: p 13
2020-04-09 01:44:12.979 main TRACE state-trace  9091: Get 11f3ba2e1cdd6d62f2ff9b5589e7ff81ba7fb8745735dc3be2a2c61a72c39e78=Some(047f709aff7388b9c94e42cf3ca2e40b8ceeed878d11ddf3890719355acf329c8d)
2020-04-09 01:44:12.979 main TRACE state-trace  9091: Get 11f3ba2e1cdd6d62f2ff9b5589e7ff81e9d6db8868a37d79930bc3f7f33950d1d79e495d5ca4d81a0d3a18e2b7e429382d71bb390c7ccd81bb0f81d1c432ba14=None
2020-04-09 01:44:12.979 main TRACE state-trace  9091: Get 11f3ba2e1cdd6d62f2ff9b5589e7ff816254e9d55588784fa2a62b726696e2b1=Some(0d000000)
2020-04-09 01:44:12.979 main TRACE state-trace  9091: Get 11f3ba2e1cdd6d62f2ff9b5589e7ff816254e9d55588784fa2a62b726696e2b1=Some(0d000000)
2020-04-09 01:44:12.979 main TRACE state-trace  9091: Put 11f3ba2e1cdd6d62f2ff9b5589e7ff816254e9d55588784fa2a62b726696e2b1=Some(0e000000)
2020-04-09 01:44:12.979 main TRACE state-trace  9091: Get 11f3ba2e1cdd6d62f2ff9b5589e7ff8188c2f7188c6fdd1dffae2fa0d171f440=Some(34cdb58b045c6d9d499874ec70b306e613c0abdd042f26ec2d9d4727715999d984df461dd42f5a04765f8980ea80d568e3af10d62137417c0edca86e060ba50ed8fb32184a6fe0a16a4a0900b89b0e054a46996f0b1417d458f2354f81e046830c66f16325f9b32429986df01e50416f0f637b65863854a3df961116546d5aeb15525e456e621d455ba7728d56eb273d7cf0926aa314f6c80a67d41ae4e9ab66ccfe6b55cae3457f8cf5fe8556e2bf7d007e0fcb6de6b35ebee79063e60d97e74edaf185ae5ff24cc24002396587eb0f9cd0c94c5c7865288f7155416a8c2e4607ee470b5baf22e55826efe1d796fc9b0e2ff626a8b7aae9b200dd2c83a71e341133d98d381c3f773da112100091b0725d9e37f64ebe3008c2df1187148e42397e8bea463315372e86f97c0c34177912a9c31f8908b72d671e80626d045a425a586ddb7c48d64a09df879c57541f1c4c869eae0a1a4f3d90d3adbc2ca126cf713c40c285f33c8c460a405160982436027f5b21d74bb7234f7e990cc172504c49c0e29af9a4194cb780411b972c0a04040347b161efc91ee2d6098d2afdccfbb162)
2020-04-09 01:44:12.979 main TRACE state-trace  9091: Put 11f3ba2e1cdd6d62f2ff9b5589e7ff8188c2f7188c6fdd1dffae2fa0d171f440=Some(38cdb58b045c6d9d499874ec70b306e613c0abdd042f26ec2d9d4727715999d984df461dd42f5a04765f8980ea80d568e3af10d62137417c0edca86e060ba50ed8fb32184a6fe0a16a4a0900b89b0e054a46996f0b1417d458f2354f81e046830c66f16325f9b32429986df01e50416f0f637b65863854a3df961116546d5aeb15525e456e621d455ba7728d56eb273d7cf0926aa314f6c80a67d41ae4e9ab66ccfe6b55cae3457f8cf5fe8556e2bf7d007e0fcb6de6b35ebee79063e60d97e74edaf185ae5ff24cc24002396587eb0f9cd0c94c5c7865288f7155416a8c2e4607ee470b5baf22e55826efe1d796fc9b0e2ff626a8b7aae9b200dd2c83a71e341133d98d381c3f773da112100091b0725d9e37f64ebe3008c2df1187148e42397e8bea463315372e86f97c0c34177912a9c31f8908b72d671e80626d045a425a586ddb7c48d64a09df879c57541f1c4c869eae0a1a4f3d90d3adbc2ca126cf713c40c285f33c8c460a405160982436027f5b21d74bb7234f7e990cc172504c49c0e29af9a4194cb780411b972c0a04040347b161efc91ee2d6098d2afdccfbb162d79e495d5ca4d81a0d3a18e2b7e429382d71bb390c7ccd81bb0f81d1c432ba14)
2020-04-09 01:44:12.979 main TRACE state-trace  9091: Put 11f3ba2e1cdd6d62f2ff9b5589e7ff81e9d6db8868a37d79930bc3f7f33950d1d79e495d5ca4d81a0d3a18e2b7e429382d71bb390c7ccd81bb0f81d1c432ba14=Some(0a04000000000000000000000000000000000000000000000000000000000000000000)
